"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"HSPB7",-0.508783706777318,4.86766516393443,-1.77656831371983,0.0768794544393001,0.504484491151229,-4.45712977138227,"Not Significant"
"LAMP3",-0.57155461964039,6.37142602459016,-1.77651118375015,0.0768888868028726,0.504484491151229,-4.45722318171049,"Not Significant"
"DAPK3",-0.310324827109271,6.82072397540984,-1.77633390532973,0.0769181621499827,0.504484491151229,-4.45751302210061,"Not Significant"
"TTC33",0.224609598893502,5.62730467213115,1.77593099032544,0.0769847325967183,0.504718815790344,-4.45817166115133,"Not Significant"
"ANPEP",-1.82380210235131,8.82034836065574,-1.77533309087418,0.077083605841641,0.505164647974615,-4.45914877045085,"Not Significant"
"TRIM66",-0.290327593361006,6.33493200819672,-1.77470717028121,0.0771872244074516,0.505641209048654,-4.46017133001228,"Not Significant"
"GPCPD1",0.560703983402482,7.77427008196721,1.77434995750992,0.0772464106692434,0.505713051200147,-4.4607547473533,"Not Significant"
"NEK9",-0.336021632088521,6.9784931147541,-1.77426797656046,0.0772599992667055,0.505713051200147,-4.460888626524,"Not Significant"
"NAP1L1",0.426926708160435,9.30767094262295,1.77381789032183,0.0773346373781054,0.505739721921961,-4.46162353363904,"Not Significant"
"SPIN1",0.343526804979252,8.8616031147541,1.77372752741759,0.0773496294432572,0.505739721921961,-4.46177105759093,"Not Significant"
"TCFL5",0.205838464730288,6.75894766393443,1.77350399190902,0.0773867263464157,0.505739721921961,-4.46213596400043,"Not Significant"
"TMSB10",0.691573015214381,10.7965834016393,1.77348631247264,0.0773896609648676,0.505739721921961,-4.46216482256034,"Not Significant"
"STMN2",1.22686492392807,6.22923385245902,1.77331198822806,0.0774186020175087,0.505739721921961,-4.46244936114058,"Not Significant"
"FAM117B",-0.36667810511756,7.30682356557377,-1.77293879901928,0.077480588160908,0.505935889594846,-4.46305840310646,"Not Significant"
"GRAPL",-0.497875006915629,5.90072307377049,-1.77256835639853,0.0775421583242996,0.505935889594846,-4.46366283932753,"Not Significant"
"PPP1CA",-0.317143596127256,8.32036237704918,-1.7724527970435,0.0775613733036217,0.505935889594846,-4.46385136770183,"Not Significant"
"HR",-0.248480733056708,6.02061102459016,-1.77238708314167,0.0775723018206716,0.505935889594846,-4.46395857078164,"Not Significant"
"TRIM54",0.274939972337484,5.2101662295082,1.77197913731424,0.0776401732815865,0.50602932395972,-4.4646239910763,"Not Significant"
"MSANTD1",-0.244112074688799,4.40325930327869,-1.77192926392406,0.0776484742399692,0.50602932395972,-4.46470533176735,"Not Significant"
"ARSD",-0.52358543568465,7.48846209016393,-1.77155064678709,0.0777115152351138,0.506238549087342,-4.46532276235939,"Not Significant"
"TTYH2",-0.306490553250346,6.31446110655738,-1.771066981158,0.0777921081512066,0.506561901228151,-4.46611131423741,"Not Significant"
"AMIGO1",-0.319980041493777,6.44287413934426,-1.77037916741023,0.0779068360780254,0.507023621994426,-4.46723234143208,"Not Significant"
"DEDD",-0.30368243430152,7.19240803278689,-1.77027045407567,0.0779249822363714,0.507023621994426,-4.46740948813198,"Not Significant"
"LINC00615",0.202627939142461,3.86216327868852,1.76964641315723,0.0780292125867897,0.507500013819645,-4.4684261484179,"Not Significant"
"CBX6",-0.331077897648687,6.56823606557377,-1.76928427496108,0.0780897510200608,0.507691968888468,-4.46901596827685,"Not Significant"
"NKPD1",-0.272754619640391,6.02557225409836,-1.76858084688549,0.0782074526315094,0.508255264043693,-4.470161316387,"Not Significant"
"SATB1",-0.60922769017981,7.87661614754098,-1.76831113702797,0.0782526205481651,0.50834691649471,-4.47060035061143,"Not Significant"
"SLC38A5",-1.27329376210236,6.81502815573771,-1.76790766063911,0.0783202300353634,0.50858422392805,-4.47125700861983,"Not Significant"
"ZNF446",-0.229780871369301,6.04826430327869,-1.76749658850534,0.0783891615115205,0.508829924226308,-4.4719258787588,"Not Significant"
"DGKI",0.365107911479944,4.95210221311475,1.76725404388874,0.0784298564034336,0.50884476722446,-4.47232046076544,"Not Significant"
"PANX1",0.509869585062243,7.44287069672131,1.76711234585522,0.0784536389456925,0.50884476722446,-4.47255095683344,"Not Significant"
"NLN",0.372511798063619,5.70603840163934,1.7666434498969,0.0785323803645935,0.509153673647468,-4.47331356802606,"Not Significant"
"SRSF9",-0.220046224066389,8.14261926229508,-1.76630141330863,0.0785898591719075,0.509194577313632,-4.47386973124365,"Not Significant"
"LINC02694",-0.262539889349934,5.11168139344262,-1.76619161257765,0.0786083183447475,0.509194577313632,-4.47404824877726,"Not Significant"
"LINC01554",0.219300995850617,4.72415467213115,1.76587875414223,0.0786609340733523,0.509194577313632,-4.47455684478764,"Not Significant"
"FAM83B",0.91935827109267,6.26738135245902,1.76586554369164,0.078663156407288,0.509194577313632,-4.47457831833013,"Not Significant"
"PM20D1",-1.61981614107884,6.19678963114754,-1.76549776552822,0.0787250466904315,0.509247728622027,-4.47517607772902,"Not Significant"
"RPP25L",-0.251987883817432,6.00269032786885,-1.76537227027959,0.0787461743460865,0.509247728622027,-4.47538002069058,"Not Significant"
"SNORA41",0.451166625172884,4.97340282786885,1.76486780256623,0.0788311504536794,0.509247728622027,-4.47619969138284,"Not Significant"
"RBM6",-0.241602973720612,7.44049422131148,-1.76484051280701,0.0788357494728326,0.509247728622027,-4.47624402590908,"Not Significant"
"PICK1",-0.254912614107888,6.29205155737705,-1.76472910484982,0.0788545268282026,0.509247728622027,-4.47642501065489,"Not Significant"
"NIT2",-0.277099681881053,8.0709906147541,-1.76470322521805,0.0788588892581786,0.509247728622027,-4.47646705111063,"Not Significant"
"TEX9",0.570807358229596,5.04513590163934,1.76452339778609,0.078889207532195,0.509247728622027,-4.47675915721476,"Not Significant"
"ATP9B",-0.231204011065011,6.76967532786885,-1.76404842936892,0.0789693314206133,0.509563935081591,-4.47753054188498,"Not Significant"
"DEFB129",-0.157565131396959,4.09735881147541,-1.76297876292301,0.0791500206626703,0.51042569709425,-4.47926702113056,"Not Significant"
"ECT2",1.00675372060857,5.80680893442623,1.76279582834658,0.0791809560241389,0.51042569709425,-4.47956389153208,"Not Significant"
"KCNJ10",-0.273313360995852,3.93619704918033,-1.76262943437155,0.07920910285969,0.51042569709425,-4.47983389343226,"Not Significant"
"IL17B",-0.202066666666665,5.24278442622951,-1.76251981461232,0.0792276503678438,0.51042569709425,-4.48001175617143,"Not Significant"
"CENPF",0.96653814661134,5.21339114754098,1.76225812966472,0.0792719414580629,0.510510055104188,-4.48043630764715,"Not Significant"
"C17orf50",-0.26321941908714,6.5098468852459,-1.76190031810258,0.0793325350990072,0.510614380450649,-4.48101671337946,"Not Significant"
"FAM99A",0.285311991701239,4.42410405737705,1.76179399249364,0.0793505481230751,0.510614380450649,-4.48118916192419,"Not Significant"
"DNAJB8",0.210263858921159,5.12836864754098,1.76130392415492,0.0794336157149911,0.510850333675347,-4.48198386841196,"Not Significant"
"GLRX5",-0.195077372060858,7.65125778688525,-1.76120936644445,0.079449651625749,0.510850333675347,-4.48213718068353,"Not Significant"
"FCMR",-1.02192446749654,5.87495684426229,-1.76099005334253,0.0794868548243393,0.510888802963664,-4.48249273576103,"Not Significant"
"SPTSSA",0.34982048409405,5.71237274590164,1.76042387690128,0.079582964102969,0.511225602259658,-4.48341043385851,"Not Significant"
"NUFIP2",0.399359695712306,8.61754286885246,1.76027042421349,0.0796090292869478,0.511225602259658,-4.48365911116307,"Not Significant"
"CLIC1",0.594311355463349,9.22223758196721,1.76012946503736,0.0796329784991364,0.511225602259658,-4.48388752355267,"Not Significant"
"EMID1",-0.282506182572621,6.29077725409836,-1.75955872311307,0.0797300087977662,0.511545499711554,-4.48481218046351,"Not Significant"
"ZNF833P",-0.161008741355465,3.82739754098361,-1.75946865792564,0.079745329367158,0.511545499711554,-4.48495806808283,"Not Significant"
"MOSPD1",0.349135532503455,4.73592954918033,1.75901313675684,0.0798228528363386,0.511842148829876,-4.48569581007805,"Not Significant"
"LRRC49",0.441663997233751,6.04729036885246,1.7582999118157,0.0799443577402473,0.512418202856906,-4.48685054428827,"Not Significant"
"TTC7B",-0.36266798063624,6.9016143852459,-1.75811832394817,0.079975317165518,0.512418202856906,-4.4871444681125,"Not Significant"
"GALNT5",1.61919515905947,6.06603368852459,1.75666756984322,0.080223012467253,0.51370243397141,-4.48949164326286,"Not Significant"
"FMC1-LUC7L2",-0.18523947441217,6.08755139344262,-1.75635184898064,0.0802770002437261,0.51370243397141,-4.49000219818374,"Not Significant"
"AP5S1",-0.208728603042874,6.38850106557377,-1.7562484642069,0.0802946853324249,0.51370243397141,-4.49016936317608,"Not Significant"
"CD59",0.445244011065014,9.78433303278688,1.7562096744365,0.0803013215655627,0.51370243397141,-4.49023208069212,"Not Significant"
"SDHA",-0.299236016597508,8.9629531147541,-1.75596048368408,0.0803439643197986,0.51377437754169,-4.49063495437771,"Not Significant"
"GPRIN3",0.456360027662516,7.30597237704918,1.75555582991479,0.0804132501035875,0.513831650354404,-4.49128905093693,"Not Significant"
"CACNA2D1",0.752475117565694,6.69875004098361,1.75554140493174,0.0804157208847243,0.513831650354404,-4.49131236527725,"Not Significant"
"SDK1",-0.567108990318121,6.55284032786885,-1.75523418566119,0.0804683576270999,0.513875121124809,-4.49180886332586,"Not Significant"
"KARS1",-0.294259460580921,7.97887848360656,-1.75513516150259,0.0804853297141827,0.513875121124809,-4.49196887856081,"Not Significant"
"CHPT1",-0.377530622406642,8.25869114754098,-1.75461136281445,0.0805751540211769,0.514100976009129,-4.49281514977225,"Not Significant"
"RAB8A",-0.309419377593365,5.91025495901639,-1.75456250149579,0.0805835372441589,0.514100976009129,-4.49289407963762,"Not Significant"
"SHMT1",-0.35774795297372,5.22656725409836,-1.75409138786874,0.0806644036141164,0.514416329205534,-4.49365499998664,"Not Significant"
"EMC6",-0.270272544951591,5.60736381147541,-1.75383014434659,0.0807092744781727,0.514449777912441,-4.49407686237955,"Not Significant"
"MTHFD1L",0.428679405255878,7.35018209016393,1.75369482705866,0.0807325244242942,0.514449777912441,-4.49429535198063,"Not Significant"
"CDKN2D",-0.271110207468883,6.7235231147541,-1.75300982451793,0.0808503041708119,0.514584219995446,-4.49540113720786,"Not Significant"
"GNL1",-0.230917897648688,6.70296459016393,-1.75291575621657,0.0808664892872118,0.514584219995446,-4.49555295685157,"Not Significant"
"CLEC12A-AS1",-0.268153319502079,5.55630364754098,-1.75281889318871,0.0808831580219445,0.514584219995446,-4.49570927870013,"Not Significant"
"TCOF1",-0.188879211618262,6.27782307377049,-1.75266873554419,0.080909003542125,0.514584219995446,-4.49595159314155,"Not Significant"
"CCND1",0.48004323651452,8.54437106557377,1.75233956976954,0.0809656840069838,0.514584219995446,-4.49648270831775,"Not Significant"
"PGS1",-0.31561182572614,6.67273864754098,-1.75231572167057,0.0809697917730633,0.514584219995446,-4.49652118390179,"Not Significant"
"ZNF235",-0.281769502074695,5.11907487704918,-1.75221415114024,0.0809872889097289,0.514584219995446,-4.49668504808795,"Not Significant"
"FILIP1L",0.462848049792536,7.19069729508197,1.75211024657357,0.0810051913168094,0.514584219995446,-4.49685266821746,"Not Significant"
"COL11A1",1.30690099585062,6.25578254098361,1.75142959797402,0.0811225447359854,0.514947539356082,-4.497950459625,"Not Significant"
"COIL",-0.247290760719226,7.26135303278688,-1.75141350413128,0.0811253212209717,0.514947539356082,-4.4979764117269,"Not Significant"
"DUT",0.225727302904564,6.01450196721312,1.7511309133873,0.0811740859881983,0.515057286975912,-4.49843206517847,"Not Significant"
"SNRPA1",-0.446418741355469,6.08215668032787,-1.7507561458034,0.0812387940098588,0.515268071774159,-4.49903623550667,"Not Significant"
"MED13L",-0.265444121715079,8.65918286885246,-1.75019401712034,0.0813359310944664,0.515530619246942,-4.4999422183805,"Not Significant"
"BACC1",-0.318203208852009,7.73356245901639,-1.75015199757857,0.0813431959725987,0.515530619246942,-4.50000992990401,"Not Significant"
"KREMEN1",0.29212651452282,6.57115479508197,1.74992831969693,0.0813818771957209,0.515576089210521,-4.50037034437466,"Not Significant"
"CALHM3",0.324236957123096,4.7968437704918,1.74926804218875,0.0814961483883464,0.515963764890283,-4.50143399472114,"Not Significant"
"DIS3L2",-0.209770096818816,6.78222237704918,-1.74921039533758,0.0815061312785004,0.515963764890283,-4.50152684029707,"Not Significant"
"SLC39A14",-0.81215336099585,8.43046213114754,-1.74858585581238,0.081614348802718,0.516449034728413,-4.5025325279006,"Not Significant"
"GDPD5",-0.418556500691562,6.20595635245902,-1.74838434652376,0.0816492904834862,0.51647042499875,-4.50285694099115,"Not Significant"
"ADGRG3",0.435577219917018,5.20913176229508,1.74763294796013,0.0817796905623374,0.516767199285128,-4.5040663088577,"Not Significant"
"ALKBH4",-0.230644052558787,5.17521840163934,-1.74718291139109,0.0818578726868348,0.516767199285128,-4.50479039549403,"Not Significant"
"SEPTIN7P11",0.184513499308437,4.12890155737705,1.74717751359393,0.0818588107834888,0.516767199285128,-4.50479907918141,"Not Significant"
"LINC00526",-0.203623499308436,4.50700340163934,-1.7470440337018,0.0818820113787143,0.516767199285128,-4.50501380618362,"Not Significant"
"HSD3B7",-0.270612683264178,6.91911118852459,-1.74681544601609,0.0819217554479413,0.516767199285128,-4.50538149449763,"Not Significant"
"RNVU1-8",0.289000580912866,5.61209729508197,1.74672869858545,0.081936842164949,0.516767199285128,-4.50552101738368,"Not Significant"
"FAM86B1",-0.2496095988935,6.35039270491803,-1.74669501913642,0.0819427001519288,0.516767199285128,-4.50557518493861,"Not Significant"
"TM4SF1",0.696437676348541,10.5351949180328,1.74665969866738,0.0819488439345459,0.516767199285128,-4.50563199069726,"Not Significant"
"LDHAL6B",0.181491950207466,3.96676049180328,1.74584438649405,0.0820907670901599,0.516989304037085,-4.50694294287863,"Not Significant"
"EIF2AK1",-0.290961908713694,8.60905549180328,-1.74583698435705,0.0820920565142606,0.516989304037085,-4.5069548421514,"Not Significant"
"CCM2",-0.294600414937769,6.72095172131148,-1.74577302715441,0.0821031983038851,0.516989304037085,-4.50705765422508,"Not Significant"
"TMEM187",-0.293689820193639,5.35131778688525,-1.74560831838181,0.0821318973983596,0.516989304037085,-4.50732240893501,"Not Significant"
"TESPA1",-0.682232019363766,4.65066274590164,-1.74517808722871,0.0822069001107306,0.516989304037085,-4.50801385252453,"Not Significant"
"TTC36",-0.264067109266946,6.06737295081967,-1.74511435326313,0.0822180156800031,0.516989304037085,-4.50811626809742,"Not Significant"
"P4HTM",-0.284985726141084,6.75763819672131,-1.7450703991837,0.0822256822380545,0.516989304037085,-4.50818689679513,"Not Significant"
"SLC1A1",0.808211549100965,6.08057118852459,1.74500660735312,0.0822368099736331,0.516989304037085,-4.50828939919181,"Not Significant"
"MIR138-2",0.280897925311201,4.18065426229508,1.74429573609298,0.0823608962636447,0.517066618391094,-4.50943139901956,"Not Significant"
"OLFML3",0.729696002766242,7.32694766393443,1.74414720982163,0.0823868415796065,0.517066618391094,-4.50966994614855,"Not Significant"
"SERPINA1",0.992918852005529,8.5917375,1.74408231793609,0.0823981793130799,0.517066618391094,-4.50977416239727,"Not Significant"
"RBSN",-0.263843872752421,5.48231344262295,-1.7439119347644,0.0824279542547137,0.517066618391094,-4.51004777948588,"Not Significant"
"SNORD44",0.516281867219919,7.40029413934426,1.74385728620862,0.0824375061032108,0.517066618391094,-4.51013553368849,"Not Significant"
"IFI30",0.839157026279386,9.33227618852459,1.74345129720878,0.0825084959104975,0.517066618391094,-4.51078738365242,"Not Significant"
"IGLL1",-0.251454591977873,6.1779037295082,-1.74342727367204,0.0825126981435695,0.517066618391094,-4.51082595085817,"Not Significant"
"IP6K3",-0.256799806362382,4.89814090163934,-1.74326275784792,0.0825414801893412,0.517066618391094,-4.51109004942237,"Not Significant"
"SUMF1",0.225881327800826,6.08756409836066,1.74304466664109,0.0825796478710195,0.517066618391094,-4.51144011556563,"Not Significant"
"PHKG1",-0.229659156293224,4.10100118852459,-1.74295379127622,0.0825955560246571,0.517066618391094,-4.51158597033723,"Not Significant"
"LAT",-0.257380152143853,6.21823102459016,-1.74294734703529,0.0825966842137815,0.517066618391094,-4.51159631304935,"Not Significant"
"CKAP4",0.2625052835408,7.94986442622951,1.74271873594557,0.0826367151424524,0.517099983290248,-4.51196319930619,"Not Significant"
"PAM",0.468223001383118,8.82627282786885,1.74255603990278,0.082665213657253,0.517099983290248,-4.51222427332908,"Not Significant"
"CXCL16",0.630081549100974,7.50161131147541,1.74229749287585,0.0827105183168597,0.517141662430507,-4.51263910805324,"Not Significant"
"SCGB2A1",0.395028796680494,5.6774218852459,1.74199926892603,0.0827628006258414,0.517141662430507,-4.5131175293444,"Not Significant"
"KCNK1",0.819177994467492,6.30321946721311,1.7419771249391,0.0827666838123624,0.517141662430507,-4.51315305032205,"Not Significant"
"SNORD63",0.409948284923928,4.4541612704918,1.74172567893684,0.082810787998313,0.517219746108547,-4.51355636183262,"Not Significant"
"UBXN10",0.523683720608578,5.28535831967213,1.74107483302826,0.0829250368145697,0.517735712488981,-4.51460003497849,"Not Significant"
"ZFHX2",0.181042047026277,5.27813278688525,1.74053960754328,0.0830190860054569,0.517808584897847,-4.51545801872775,"Not Significant"
"RNPS1",-0.183860248962658,8.55609032786885,-1.74046786456525,0.0830316992034698,0.517808584897847,-4.51557300551493,"Not Significant"
"NUMBL",0.345347026279395,6.92998762295082,1.74041958928023,0.0830401874043443,0.517808584897847,-4.51565037662074,"Not Significant"
"RGL4",-0.197298478561552,4.4419006557377,-1.74005999388661,0.0831034370075174,0.517808584897847,-4.51622663667672,"Not Significant"
"GPATCH3",0.220984398340242,5.19117737704918,1.73919693776436,0.0832554010773283,0.517808584897847,-4.5176092312071,"Not Significant"
"PTPN18",-0.362191037344402,7.24923213114754,-1.73903993339402,0.0832830702215001,0.517808584897847,-4.51786067650534,"Not Significant"
"MMP3",0.664968934993082,4.32553975409836,1.73903391282483,0.0832841313857196,0.517808584897847,-4.51787031811412,"Not Significant"
"KCTD4",0.209804177040109,4.39676795081967,1.7388188230136,0.0833220495845428,0.517808584897847,-4.51821475123177,"Not Significant"
"PIK3CD",-0.36413486860304,6.14966553278689,-1.73867497652584,0.0833474161427922,0.517808584897847,-4.51844507601596,"Not Significant"
"OR52B3P",0.224125518672202,4.47524987704918,1.73840264185697,0.0833954581409112,0.517808584897847,-4.51888108327529,"Not Significant"
"SCAF4",-0.279026887966803,7.7242837704918,-1.73813225123465,0.0834431795170988,0.517808584897847,-4.51931391231418,"Not Significant"
"PMS2P3",0.235089073305667,7.69822196721312,1.73806722091708,0.0834546600692857,0.517808584897847,-4.51941800011427,"Not Significant"
"OR8S1",-0.191352503457816,4.09296352459016,-1.73794369057745,0.0834764718500514,0.517808584897847,-4.5196157128506,"Not Significant"
"SMIM3",-0.272274716459198,6.80286959016393,-1.73771543145308,0.0835167878388211,0.517808584897847,-4.51998101005592,"Not Significant"
"UMODL1-AS1",0.243260857538036,4.85107327868852,1.73745626926659,0.0835625812747676,0.517808584897847,-4.52039570669665,"Not Significant"
"SNORD46",0.359889405255878,9.24165786885246,1.73739957384858,0.0835726019677515,0.517808584897847,-4.52048641946023,"Not Significant"
"STOX2",-0.446409114799446,5.81708618852459,-1.73733868220186,0.0835833654181844,0.517808584897847,-4.52058384298588,"Not Significant"
"TMEM203",-0.229386998616883,6.4761,-1.73733841459191,0.0835834127244809,0.517808584897847,-4.5205842711408,"Not Significant"
"EIF4G3",0.383080290456429,8.06223028688525,1.73720427652561,0.0836071274998716,0.517808584897847,-4.52079887343375,"Not Significant"
"NR1H3",-0.296294744121719,5.98642155737705,-1.73716781895981,0.0836135739180282,0.517808584897847,-4.52085719769097,"Not Significant"
"UBE2N",0.304350096818814,7.60369475409836,1.73684623229084,0.0836704543393001,0.517808584897847,-4.52137161549891,"Not Significant"
"MTDH",0.28893058091286,8.57351815573771,1.73673402001375,0.0836903092264191,0.517808584897847,-4.52155109113946,"Not Significant"
"LIG4",-0.256022130013834,6.28097901639344,-1.73632452328101,0.0837627983146549,0.517808584897847,-4.52220595653719,"Not Significant"
"MIR106B",0.288175988934989,5.06029950819672,1.73628498667607,0.0837697997889737,0.517808584897847,-4.52226917534244,"Not Significant"
"WNT9B",-0.301468160442605,6.26814508196721,-1.73620440310199,0.0837840716817314,0.517808584897847,-4.52239802367562,"Not Significant"
"TFIP11",-0.268170788381741,6.86932639344262,-1.73609465731674,0.0838035115837811,0.517808584897847,-4.52257349127915,"Not Significant"
"SFT2D3",-0.223777856154917,6.67459684426229,-1.73592643154288,0.083833317515213,0.517808584897847,-4.52284243893644,"Not Significant"
"ZBTB18",-0.333281175656984,6.32267987704918,-1.73573888807415,0.0838665562992019,0.517808584897847,-4.52314224045614,"Not Significant"
"INSIG1",-0.619765975103729,7.94850409836066,-1.73570934174952,0.0838717938446985,0.517808584897847,-4.52318946947237,"Not Significant"
"CCN4",0.675531466113418,6.58960241803279,1.73562918997751,0.0838860033344043,0.517808584897847,-4.52331758601069,"Not Significant"
"SCYL3",-0.371451507607194,6.63047885245902,-1.73485060014809,0.0840241355869457,0.51834042132604,-4.52456180303348,"Not Significant"
"IFT140",0.234127150760711,6.08107520491803,1.73471579160039,0.0840480712308021,0.51834042132604,-4.5247771771443,"Not Significant"
"RPL23A",0.189283112033191,8.95888086065574,1.73460814127843,0.0840671888413169,0.51834042132604,-4.52494915076659,"Not Significant"
"RCOR1",0.453689598893493,7.4623381147541,1.73441759544309,0.0841010365401382,0.518353808641364,-4.52525352620686,"Not Significant"
"METTL3",-0.269645656984784,7.47398299180328,-1.73423274993438,0.084133882263205,0.518361012558391,-4.52554876489772,"Not Significant"
"HEXIM1",-0.324177676348552,7.0680981147541,-1.73398732240708,0.0841775091194275,0.518434610173245,-4.52594071895415,"Not Significant"
"EPAS1",-0.55784778699862,9.24895766393443,-1.73353384530903,0.0842581670423414,0.518650982969599,-4.52666479135909,"Not Significant"
"ENOX1",0.348269363762104,5.21778069672131,1.73343346051037,0.0842760305375314,0.518650982969599,-4.52682505205197,"Not Significant"
"ISLR",0.842609446749649,7.07324282786885,1.73315871165028,0.0843249379230063,0.518756873748901,-4.52726363242054,"Not Significant"
"BRCA1",0.421119308437068,4.73604827868852,1.73270803123432,0.0844052125031666,0.518876943981417,-4.5279829048969,"Not Significant"
"RNF216P1",-0.220042863070539,5.94982258196721,-1.7326931036034,0.0844078724565224,0.518876943981417,-4.52800672583223,"Not Significant"
"MFSD1",0.501449792531124,9.20898442622951,1.73181568227114,0.0845643400292564,0.519580792833267,-4.52940652961497,"Not Significant"
"BIRC2",0.294619778699861,8.35148073770492,1.73169503339498,0.0845858733871807,0.519580792833267,-4.52959895411441,"Not Significant"
"COA3",-0.570131244813277,7.38364856557377,-1.73112114065432,0.0846883626268184,0.519831941307963,-4.53051408449429,"Not Significant"
"PACRGL",0.256848354080221,6.82813704918033,1.73111033657568,0.0846902930534729,0.519831941307963,-4.53053130986354,"Not Significant"
"UBXN2A",0.270802517289071,6.04200631147541,1.73088313457944,0.084730896832812,0.51988616264422,-4.53089352272147,"Not Significant"
"HSP90B1",0.264372268326419,10.6966551229508,1.73048256815101,0.084802521549205,0.520000289938237,-4.53153200602902,"Not Significant"
"NPAP1P9",0.257301742738587,4.37041819672131,1.73034812821408,0.0848265716052468,0.520000289938237,-4.53174626445196,"Not Significant"
"CLPTM1L",-0.348025532503464,7.90213680327869,-1.73024609259696,0.0848448285342882,0.520000289938237,-4.53190886892596,"Not Significant"
"ALKAL1",0.327080774550481,4.16262262295082,1.7299665293621,0.0848948663346115,0.520112164994228,-4.53235433445018,"Not Significant"
"ZNF496",-0.207695726141084,6.28567790983607,-1.72970995175217,0.0849408111695816,0.520198889962213,-4.53276311219129,"Not Significant"
"TFRC",0.76606681881051,8.44067463114754,1.72947019523207,0.0849837621710682,0.520267221910722,-4.53314503730027,"Not Significant"
"ASAP2",0.736216265560168,7.58610442622951,1.72877358683548,0.0851086558319372,0.52080405976037,-4.53425442143666,"Not Significant"
"STK35",-0.310405062240666,7.16775139344262,-1.72862616980601,0.0851351051001583,0.52080405976037,-4.53448913469989,"Not Significant"
"CYP4F8",0.144610525587827,3.84136586065574,1.72829566769817,0.0851944274293608,0.520972201216016,-4.53501528003197,"Not Significant"
"RCAN3",-0.390096708160443,7.2741862295082,-1.72767142433356,0.0853065655652744,0.521463070194303,-4.53600878159717,"Not Significant"
"FAM180B",-0.220121106500692,4.93268196721311,-1.72738488897046,0.0853580785347019,0.521524094761923,-4.53646469392195,"Not Significant"
"COL10A1",1.12366598893499,6.37987709016393,1.72721287197715,0.0853890156870636,0.521524094761923,-4.53673835831802,"Not Significant"
"ST3GAL3",-0.264981286307055,6.28152668032787,-1.72708422210391,0.0854121592496916,0.521524094761923,-4.53694301196272,"Not Significant"
"TAS2R3",-0.334189612724757,4.91237594262295,-1.7266298502404,0.0854939396405798,0.521633017320197,-4.53766569877936,"Not Significant"
"MED24",-0.27388239280775,7.20577168032787,-1.7266092320691,0.0854976521243704,0.521633017320197,-4.53769848796653,"Not Significant"
"ACSL3",0.57705764868603,7.8044193442623,1.72645388171775,0.0855256285425378,0.521633017320197,-4.53794553018928,"Not Significant"
"WDR18",-0.247986749654224,6.63523893442623,-1.72591423709699,0.0856228688198834,0.522031529571003,-4.53880351901149,"Not Significant"
"TYW1",-0.228632033195024,5.94565901639344,-1.72542050064868,0.0857119154985205,0.522379808274782,-4.53958828883805,"Not Significant"
"NUDCD3",-0.257369059474417,7.13517864754098,-1.72481594914746,0.0858210504992071,0.522850212348855,-4.54054889582754,"Not Significant"
"ZNF419",0.207518948824339,5.58984081967213,1.72452057206884,0.0858744137063117,0.522980612538178,-4.54101811834853,"Not Significant"
"RNF19B",0.593841728907326,7.5527537295082,1.72425078136967,0.0859231780140097,0.523040561368617,-4.54144662709908,"Not Significant"
"PSMG3",0.381129405255876,6.77596672131148,1.72411248746673,0.08594818317772,0.523040561368617,-4.54166625407546,"Not Significant"
"ZBTB14",-0.293766694329189,6.19994852459016,-1.72292256737282,0.0861635792376845,0.523596970327529,-4.54355527788115,"Not Significant"
"ZC3H12D",-0.27051099585062,6.49849495901639,-1.72258494288413,0.0862247749340616,0.523596970327529,-4.54409103260676,"Not Significant"
"DBX1",0.261609681881055,5.47478983606557,1.72246595089954,0.0862463510912047,0.523596970327529,-4.54427982900095,"Not Significant"
"ANKMY2",0.386364757952975,6.57433770491803,1.72227925633593,0.0862802122244913,0.523596970327529,-4.54457601880841,"Not Significant"
"RPS15A",0.218029045643151,11.1304483606557,1.72206607570918,0.0863188903942664,0.523596970327529,-4.54491419034201,"Not Significant"
"VIPR1",-0.333892434301523,5.67493946721311,-1.72206371515473,0.086319318757477,0.523596970327529,-4.5449179346956,"Not Significant"
"POP4",0.331026237897651,6.68825290983607,1.72151653718248,0.0864186602339796,0.523596970327529,-4.54578574321628,"Not Significant"
"ARHGEF10",0.336685712309815,6.30879946721311,1.72143251841569,0.0864339222674221,0.523596970327529,-4.5459189707638,"Not Significant"
"NCALD",0.48936751037344,6.46068069672131,1.72129377485204,0.0864591298706128,0.523596970327529,-4.54613896089309,"Not Significant"
"TGFA",0.558553347164585,6.28763922131148,1.72128875512633,0.0864600419906699,0.523596970327529,-4.54614691978607,"Not Significant"
"SNRPA",-0.324243278008304,6.92952331967213,-1.7212755559817,0.0864624404069438,0.523596970327529,-4.54616784723189,"Not Significant"
"KLHL22",-0.183030650069165,6.24987639344262,-1.72116043035799,0.0864833621736427,0.523596970327529,-4.54635037404019,"Not Significant"
"ZNF740",-0.239813443983405,6.60165508196721,-1.72090932459065,0.0865290098673461,0.523596970327529,-4.54674845034536,"Not Significant"
"NDUFA5",0.328752365145232,6.69161032786885,1.72081592719671,0.086545993267082,0.523596970327529,-4.54689649817376,"Not Significant"
