"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"ST3GAL2",0.200889820193633,6.38151319672131,1.14608109776735,0.252879103005894,0.711978190987433,-5.30848505713697,"Not Significant"
"KIF2C",0.307146569847856,5.0245768442623,1.14601469089098,0.252906525340592,0.711978190987433,-5.30855566247885,"Not Significant"
"KCNMB2",0.482537648686032,4.02919147540984,1.14599000175451,0.252916721107917,0.711978190987433,-5.30858191151398,"Not Significant"
"GPRC5C",-0.283222572614101,6.09559967213115,-1.14564536578533,0.253059074034955,0.712010767446528,-5.30894826376026,"Not Significant"
"FAT3",0.151065408022129,4.14522471311475,1.14557588861614,0.253087778589364,0.712010767446528,-5.30902210564623,"Not Significant"
"KRT38",0.158424647302905,4.40979680327869,1.14554486726152,0.253100595826555,0.712010767446528,-5.30905507440457,"Not Significant"
"MVP",-0.299445076071923,7.19553995901639,-1.14554065445919,0.25310233648475,0.712010767446528,-5.3090595516027,"Not Significant"
"C3orf70",0.200242544951589,5.49946721311475,1.14524916372773,0.253222795865364,0.712227196895982,-5.30936929678686,"Not Significant"
"DCAF7",-0.191460691562933,7.82513,-1.1450097481277,0.25332176509393,0.712383118061018,-5.3096236473732,"Not Significant"
"NAMPT",0.464861313969562,9.95638913934426,1.14476127710607,0.253424506294993,0.712540514589348,-5.30988756267528,"Not Significant"
"CCN3",-0.307187593360998,6.85558930327869,-1.14457406658022,0.253501935949811,0.712540514589348,-5.31008637229212,"Not Significant"
"ARMCX2",0.163068852005535,5.53715057377049,1.14449186877394,0.253535937926344,0.712540514589348,-5.31017365271137,"Not Significant"
"C1QL4",0.197372586445365,5.17980254098361,1.14445326560738,0.253551907629783,0.712540514589348,-5.31021464072469,"Not Significant"
"HPCAL1",-0.202540857538037,7.10223606557377,-1.14417581564528,0.25366670634614,0.712706238152623,-5.31050919092314,"Not Significant"
"NYNRIN",0.188105573997231,6.38792946721312,1.1440585172219,0.253715251121296,0.712706238152623,-5.31063369763457,"Not Significant"
"ZNF485",-0.275765006915632,5.84564221311475,-1.14386000134099,0.253797423135468,0.712706238152623,-5.3108443840727,"Not Significant"
"OR51I1",-0.136468423236518,4.29279946721311,-1.14384447945502,0.253803848921572,0.712706238152623,-5.31086085604661,"Not Significant"
"UQCRHL",0.245728464730285,7.69112721311475,1.14371225870707,0.253858590590777,0.712706238152623,-5.31100116101085,"Not Significant"
"LDLRAD4",0.241165449515904,6.49736696721311,1.14364854100396,0.253884973770769,0.712706238152623,-5.31106876880438,"Not Significant"
"NELFCD",-0.187531369294607,7.64236434426229,-1.14357421433116,0.253915752165106,0.712706238152623,-5.31114762856048,"Not Significant"
"SH3BP2",-0.20234582295989,6.16646536885246,-1.14321367897755,0.254065085571137,0.713003097287959,-5.31153008057648,"Not Significant"
"INTS12",0.159240760719223,5.68339954918033,1.14273699874231,0.254262620467957,0.713371811134735,-5.31203555480709,"Not Significant"
"SEC14L3",0.132089377593358,4.05171532786885,1.14268624817913,0.254283657684485,0.713371811134735,-5.31208935869554,"Not Significant"
"TRIT1",-0.229916943291841,7.62434323770492,-1.14252067440568,0.254352300101384,0.713442070424932,-5.31226487751983,"Not Significant"
"CHMP2B",0.297426044260024,7.3336425,1.14227630723974,0.254453631829458,0.713603981363712,-5.31252387645349,"Not Significant"
"DLG3",-0.309535726141076,5.78722004098361,-1.14208489705878,0.254533023618636,0.713704317768226,-5.31272670928661,"Not Significant"
"FAM13B",-0.222500165975109,6.99149549180328,-1.1419684088257,0.254581348286643,0.713717523276106,-5.31285013265768,"Not Significant"
"HGF",0.44754962655601,5.81939696721312,1.1416664619799,0.254706639596134,0.713774642389254,-5.31316999799228,"Not Significant"
"GIPC2",-0.66677124481328,6.92290676229508,-1.14165719616582,0.254710485080898,0.713774642389254,-5.3131798123468,"Not Significant"
"ZFP1",0.17698109266943,5.56764176229508,1.141603963733,0.254732578315402,0.713774642389254,-5.31323619463818,"Not Significant"
"C16orf54",-0.227911396957125,5.59834745901639,-1.14146448460256,0.25479047316523,0.71381463839682,-5.31338391467144,"Not Significant"
"USP27X-DT",-0.182165850622409,4.22980389344262,-1.14120864911839,0.254896689018797,0.713989972458678,-5.31365481940463,"Not Significant"
"HSBP1",0.186994993084368,7.30269254098361,1.14107480267891,0.254952270720193,0.714023439682566,-5.3137965257601,"Not Significant"
"ADORA2A-AS1",0.174972351313968,5.5796343852459,1.14085777508069,0.255042412641437,0.71411752033777,-5.31402626302848,"Not Significant"
"RNF4",-0.117717980636241,6.88779270491803,-1.14078380111979,0.255073142653035,0.71411752033777,-5.3141045592136,"Not Significant"
"NPIPB5",-0.235715435684648,9.91466270491803,-1.14048332999258,0.255197989976534,0.714344835438933,-5.3144225349651,"Not Significant"
"CDIP1",-0.244548976486864,6.08470110655738,-1.13990879148116,0.255436832723577,0.714891111798976,-5.31503031394119,"Not Significant"
"CDK2",-0.250409834024898,6.41812897540984,-1.13940893984783,0.255644754343805,0.71524333442196,-5.31555883864644,"Not Significant"
"RBMX2",-0.15027532503458,7.1818256557377,-1.13931029628213,0.255685800756687,0.71524333442196,-5.31566311364117,"Not Significant"
"BBS9",0.229305933609961,6.72451659836066,1.13929104966767,0.255693809971185,0.71524333442196,-5.31568345797837,"Not Significant"
"TIGD6",0.118918229598893,4.60509278688525,1.13900340732733,0.255813529284795,0.71528110137204,-5.31598746539307,"Not Significant"
"IFNAR2",0.395745878284916,7.13487348360656,1.13899245942631,0.255818086673086,0.71528110137204,-5.31599903466277,"Not Significant"
"TFAP2C",0.260582724757952,4.34451217213115,1.13894355973882,0.255838443310349,0.71528110137204,-5.31605070840149,"Not Significant"
"PRTN3",-0.189869847856155,6.45207795081967,-1.13856703579336,0.255995225828907,0.715597177223135,-5.31644851886408,"Not Significant"
"CDC20",0.408529405255878,6.08231983606557,1.13826852856995,0.256119570327373,0.715822484856898,-5.31676380956079,"Not Significant"
"TBC1D10C",-0.258653084370679,6.47227040983607,-1.13776407650917,0.256329797986054,0.716222695290591,-5.31729643848833,"Not Significant"
"TMC6",-0.207481396957126,6.5633362704918,-1.13770232064815,0.256355542687972,0.716222695290591,-5.31736162776974,"Not Significant"
"SORBS3",-0.168204647302903,6.55302344262295,-1.13760991204729,0.256394069238101,0.716222695290591,-5.31745916744686,"Not Significant"
"FOXM1",0.43174889349931,5.02703717213115,1.13749149580379,0.256443444683278,0.716238356169511,-5.31758414741481,"Not Significant"
"ELP4",-0.22012720608576,6.77303594262295,-1.13729016765071,0.256527406753112,0.716315717518248,-5.31779660551062,"Not Significant"
"PPP1R13L",0.239104481327792,6.89830467213115,1.13715741263916,0.256582781526184,0.716315717518248,-5.31793667922024,"Not Significant"
"USP12",-0.19648998616874,7.70798254098361,-1.13697985339911,0.256656858093063,0.716315717518248,-5.31812400191303,"Not Significant"
"MICAL3",-0.164151023513141,6.71549389344262,-1.13675480050653,0.256750770171192,0.716315717518248,-5.31836138823077,"Not Significant"
"FAM234A",-0.174756556016597,7.38561209016393,-1.13669526546636,0.256775617497891,0.716315717518248,-5.31842417815881,"Not Significant"
"DIAPH3",0.303832337482711,4.22570336065574,1.1366403639953,0.256798532463692,0.716315717518248,-5.31848207831027,"Not Significant"
"INAVA",0.360361023513143,6.20261368852459,1.13651212320679,0.25685206361211,0.716315717518248,-5.31861731274888,"Not Significant"
"OCSTAMP",-0.145431784232364,4.94222631147541,-1.13650257392835,0.256856050049094,0.716315717518248,-5.31862738219652,"Not Significant"
"CTRB2",-1.65499395573998,10.6503876639344,-1.13632167336452,0.256931576871058,0.716315717518248,-5.31881812099011,"Not Significant"
"MED1",-0.21429818810512,7.43507995901639,-1.13630392955446,0.256938985828997,0.716315717518248,-5.31883682817585,"Not Significant"
"KAT6B",-0.238607468879671,7.5940562295082,-1.13627119176067,0.256952655941831,0.716315717518248,-5.31887134266486,"Not Significant"
"KNL1",0.509751715076069,4.87475094262295,1.13596542490815,0.257080357592866,0.716358193697444,-5.31919365614859,"Not Significant"
"MYRIP",-0.397569626556015,5.37409852459016,-1.13594189936375,0.257090184727985,0.716358193697444,-5.31921845122875,"Not Significant"
"ZNF133",-0.135198713692949,6.14345356557377,-1.13592026485002,0.257099222169707,0.716358193697444,-5.31924125278227,"Not Significant"
"HSP90AA4P",0.136472807745506,3.94143819672131,1.13543329793744,0.257302702820887,0.716689830991161,-5.31975437474854,"Not Significant"
"HJV",0.152585560165974,4.54362950819672,1.13538787031658,0.257321690626635,0.716689830991161,-5.31980223119844,"Not Significant"
"BCAT1",-0.604738630705397,7.15394668032787,-1.13531750627559,0.257351103271207,0.716689830991161,-5.31987635357938,"Not Significant"
"PSORS1C1",0.176716113416322,4.42140004098361,1.13521625060028,0.25739343294641,0.716689830991161,-5.31998300963179,"Not Significant"
"PES1",-0.148857911479946,6.47736897540984,-1.13445163022953,0.257713237464003,0.717282063976642,-5.32078810661385,"Not Significant"
"GALNT9",-0.160641964038725,5.51801647540984,-1.13425403604612,0.257795926831781,0.717282063976642,-5.32099607359879,"Not Significant"
"CXorf65",-0.347079820193642,5.13525422131148,-1.13415299189139,0.257838219022411,0.717282063976642,-5.32110240827243,"Not Significant"
"HOMER2",-0.832415615491014,7.36734233606557,-1.13411028813595,0.257856094202109,0.717282063976642,-5.32114734511584,"Not Significant"
"LPAR1",-0.368915864453673,7.49583331967213,-1.13405707417983,0.257878370011261,0.717282063976642,-5.32120333942369,"Not Significant"
"ZNF430",-0.169094232365151,5.36927479508197,-1.13397489562368,0.257912773283356,0.717282063976642,-5.32128980658562,"Not Significant"
"INPP4B",0.57543860304287,7.59236020491803,1.13395887797533,0.257919479292645,0.717282063976642,-5.3213066594164,"Not Significant"
"SAYSD1",-0.148693831258646,6.37151770491803,-1.13386975963633,0.25795679213533,0.717282063976642,-5.32140042021113,"Not Significant"
"MICU1",0.270040982019361,7.11796413934426,1.133611656427,0.258064878285448,0.717460697971979,-5.32167192772029,"Not Significant"
"SPTLC1",0.213752641770394,7.19267786885246,1.13326247989165,0.258211153588863,0.717745425059989,-5.32203914107129,"Not Significant"
"PIK3C2B",-0.325312185338866,6.90431422131148,-1.13305245368403,0.258299164578216,0.717868126555354,-5.32225996236565,"Not Significant"
"SPRING1",0.182337869986164,7.57803934426229,1.13278657796527,0.258410609181833,0.717931630400273,-5.32253944572112,"Not Significant"
"RRAGA",-0.108329889349932,6.51999536885246,-1.13269853917438,0.258447518956655,0.717931630400273,-5.32263197608235,"Not Significant"
"CTTNBP2NL",0.391786376210236,7.16435266393443,1.13268395883223,0.258453632039111,0.717931630400273,-5.3226472995992,"Not Significant"
"RASSF9",0.245870304287688,4.55245397540984,1.13245037150125,0.258551581666645,0.718081819822298,-5.32289276651814,"Not Significant"
"ZDHHC5",-0.207499999999999,7.8505312295082,-1.13200497319921,0.258738421224803,0.718305370571241,-5.32336067777558,"Not Significant"
"PCDHB9",0.357046639004151,6.36043672131148,1.13153315611129,0.258936445824464,0.718305370571241,-5.32385614464131,"Not Significant"
"ZBTB42",-0.215147621023514,6.07567430327869,-1.13125979289802,0.259051226412537,0.718305370571241,-5.32414311670139,"Not Significant"
"PCDHB15",-0.254628063623788,5.77519594262295,-1.13119609784822,0.259077975980007,0.718305370571241,-5.32420997283392,"Not Significant"
"FAM171A2",0.175111881051174,5.43780553278688,1.13117749255413,0.259085789879395,0.718305370571241,-5.3242295007763,"Not Significant"
"MRPS5",0.159188035961275,7.13690413934426,1.1310136174093,0.259154621680712,0.718305370571241,-5.32440148887401,"Not Significant"
"NCS1",0.265820221300136,6.13650860655738,1.13098670705667,0.259165925943366,0.718305370571241,-5.32442972911979,"Not Significant"
"TRIM2",-0.315599142461966,6.70517450819672,-1.1307306311385,0.25927351324284,0.718305370571241,-5.32469842690727,"Not Significant"
"SH3BGRL2",0.34722564315353,7.52261647540984,1.13070848222158,0.259282820313304,0.718305370571241,-5.3247216647074,"Not Significant"
"MRPS7",-0.145207897648689,7.03792077868852,-1.13061808012391,0.259320810079327,0.718305370571241,-5.32481650647744,"Not Significant"
"PREX2",0.481686542185335,6.6362275,1.13060673315099,0.259325578703344,0.718305370571241,-5.32482841017368,"Not Significant"
"MAP1B",0.512690484094056,8.04770024590164,1.13052480226745,0.259360012394208,0.718305370571241,-5.32491435737519,"Not Significant"
"SLC35A3",0.315723443983402,7.19784159836066,1.13048842626366,0.259375301424279,0.718305370571241,-5.3249525145856,"Not Significant"
"GPR4",-0.266872019363763,6.36539586065574,-1.130451704311,0.259390736495542,0.718305370571241,-5.32499103345333,"Not Significant"
"CLEC12A",0.339035864453663,4.12697405737705,1.13045103050037,0.259391019719443,0.718305370571241,-5.32499174022394,"Not Significant"
"HERC3",-0.281013941908712,7.34424114754098,-1.13044092303627,0.259395268231871,0.718305370571241,-5.32500234205312,"Not Significant"
"PAQR3",0.169431369294606,4.83351819672131,1.13042498494167,0.259401967655984,0.718305370571241,-5.32501905950366,"Not Significant"
"PROCA1",0.136939280774546,5.44476893442623,1.13014725948323,0.25951872622516,0.718305370571241,-5.32531032802538,"Not Significant"
"ARHGAP18",0.26763777316736,8.42869381147541,1.13009513341922,0.259540644626041,0.718305370571241,-5.32536498808754,"Not Significant"
"NUDCD2",0.169954744121713,5.09424180327869,1.12998054307278,0.259588833061964,0.718305370571241,-5.32548514023616,"Not Significant"
"PSMB7",-0.191485836791145,8.18075516393443,-1.12987017490018,0.259635251848856,0.718305370571241,-5.32560085389089,"Not Significant"
"CD300LF",0.239345933609959,5.7191531557377,1.12972120006847,0.259697917043865,0.718305370571241,-5.32575702632257,"Not Significant"
"FYCO1",-0.16855788381743,7.23752454918033,-1.12957163918509,0.259760839355177,0.718305370571241,-5.3259137926358,"Not Significant"
"SNORD109B",-0.429783637621026,5.21382725409836,-1.12956117116293,0.259765243793046,0.718305370571241,-5.32592476420975,"Not Significant"
"IMMP1L",-0.229847067773166,4.69300225409836,-1.12948616116935,0.259796805895531,0.718305370571241,-5.32600337952851,"Not Significant"
"BAIAP2-DT",-0.176547814661135,5.63327618852459,-1.12942510498545,0.25982249859809,0.718305370571241,-5.32606736654178,"Not Significant"
"CAMSAP3",-0.241710580912866,6.0514312704918,-1.12941464795274,0.259826899139562,0.718305370571241,-5.32607832519171,"Not Significant"
"ZNF865",-0.23053475795298,5.88317635245902,-1.12933042343508,0.259862344498489,0.718305370571241,-5.32616658624698,"Not Significant"
"EML3",-0.202524149377596,6.85795590163934,-1.12922897833409,0.259905041502831,0.718305370571241,-5.32627288455633,"Not Significant"
"TPMT",0.284624163208848,6.27071135245902,1.12905360950242,0.259978863626744,0.718379972397526,-5.32645662088986,"Not Significant"
"GATM",-1.24477493775934,9.88008967213115,-1.12895395954737,0.260020818130334,0.718379972397526,-5.32656101294268,"Not Significant"
"CERCAM",0.327342337482716,6.73625430327869,1.12883357566892,0.260071508293779,0.718379972397526,-5.32668711344261,"Not Significant"
"GNAI3",0.231934771784229,7.9619131147541,1.12874778885209,0.260107634835941,0.718379972397526,-5.32677696586922,"Not Significant"
"ZNF818P",-0.121831023513137,4.21775356557377,-1.12848161374284,0.26021974873362,0.718568337542518,-5.32705571256961,"Not Significant"
"RBM4B",-0.124991161825727,7.8432856147541,-1.12833361822981,0.260282099520634,0.718571311767584,-5.32721066986608,"Not Significant"
"NFAM1",0.169264840940523,6.54724704918033,1.12827060744403,0.260308649239687,0.718571311767584,-5.32727663861075,"Not Significant"
"PIK3IP1",-0.408733969571236,6.5133481147541,-1.12807604717701,0.260390639491738,0.718676408271682,-5.32748030926237,"Not Significant"
"LOC100130691",0.176068174273858,4.74474340163934,1.12786315457619,0.260480375827901,0.718795542108372,-5.32770313086945,"Not Significant"
"PRSS1",-1.58591506224068,10.4889838934426,-1.12771925647678,0.260541042491486,0.718795542108372,-5.32785371661389,"Not Significant"
"DKK1",1.01964746887967,5.68604081967213,1.1276610607599,0.260565580285191,0.718795542108372,-5.3279146115728,"Not Significant"
"NXPH1",0.13892824343015,4.72811344262295,1.12752681199677,0.260622191418951,0.718830530992705,-5.32805507522734,"Not Significant"
"CPNE7",0.213311590594745,5.54115557377049,1.1272385366554,0.260743782687115,0.718853251316751,-5.32835664005649,"Not Significant"
"TP53BP2",0.281241701244806,7.24921381147541,1.1272145942975,0.260753883077391,0.718853251316751,-5.32838168272679,"Not Significant"
"SNORD116-11",0.285775435684648,4.20862180327869,1.12719484250631,0.260762215828418,0.718853251316751,-5.32840234184971,"Not Significant"
"KLF8",-0.234182365145225,4.85809692622951,-1.12697943714953,0.260853101602945,0.718982677215866,-5.32862761897182,"Not Significant"
"TCERG1",0.226416804979247,7.86243299180328,1.1268744947136,0.260897387848694,0.71898364007343,-5.32873735536694,"Not Significant"
"MOGAT3",-0.232946542185343,5.04099422131148,-1.12663045025782,0.261000396089668,0.719040747689907,-5.32899250913431,"Not Significant"
"DOCK5",0.4729318395574,7.2855537704918,1.12661719620105,0.261005991278297,0.719040747689907,-5.32900636497315,"Not Significant"
"COA8",-0.169484965421863,5.84698553278688,-1.12584027297217,0.261334114587026,0.71967605121732,-5.32981828164075,"Not Significant"
"NME4",-0.124512475795306,6.86950508196721,-1.12580844191504,0.261347564131374,0.71967605121732,-5.32985153458994,"Not Significant"
"SEPTIN1",-0.390691189488246,5.54714905737705,-1.12575880290819,0.261368539011521,0.71967605121732,-5.32990338911367,"Not Significant"
"NTN3",-0.190364578146612,5.93535930327869,-1.12539447372317,0.26152252154014,0.719799180042527,-5.33028391004584,"Not Significant"
"IQCB1",0.208979363762108,7.42112327868852,1.12533082134637,0.26154943048021,0.719799180042527,-5.33035037880164,"Not Significant"
"IL11",0.190502876901794,6.04333729508197,1.12520095424022,0.261604337562564,0.719799180042527,-5.3304859805085,"Not Significant"
"UPRT",-0.184939847856159,5.67220733606557,-1.1251261845211,0.261635953415237,0.719799180042527,-5.33056404484728,"Not Significant"
"PTGR2",0.202459709543565,5.60306045081967,1.1250904139516,0.26165107968992,0.719799180042527,-5.33060138978089,"Not Significant"
"DPEP3",-0.142268755186724,5.09981045081967,-1.12492746600862,0.261719993062697,0.719799180042527,-5.33077149466641,"Not Significant"
"FGD3",-0.211492586445369,6.66340106557377,-1.12492469847743,0.261721163606272,0.719799180042527,-5.3307743835417,"Not Significant"
"MMP24",-0.162682309820195,4.88293454918033,-1.12472869515094,0.26180407362319,0.719906210850258,-5.33097896287668,"Not Significant"
"PAX5",-0.483381341632087,5.30947520491803,-1.12451173579048,0.261895869400421,0.719986225095943,-5.33120537405225,"Not Significant"
"EGR2",0.491401784232365,7.71995995901639,1.12445195113301,0.261921168296025,0.719986225095943,-5.33126775563109,"Not Significant"
"SFXN5",-0.126603305670819,5.89296995901639,-1.12430316338194,0.261984137741517,0.720038365804867,-5.33142299217308,"Not Significant"
"DMRTA2",-0.155677565698483,5.52080983606557,-1.1241943079113,0.262030213849058,0.720044067074053,-5.3315365528118,"Not Significant"
"LMNB1",0.337953236514521,5.82375807377049,1.12405860758798,0.262087660675462,0.720054385361553,-5.3316781034168,"Not Significant"
"BSND",-0.119433001383128,4.7040987704918,-1.12397756414591,0.262121973453848,0.720054385361553,-5.33176263272512,"Not Significant"
"MIA3",-0.21024970954357,7.41429532786885,-1.12386805872974,0.262168341635406,0.720060883269854,-5.3318768386481,"Not Significant"
"ZNF786",0.140295255878279,5.49875364754098,1.12365149808023,0.262260057295833,0.720191907633666,-5.33210266273507,"Not Significant"
"AMZ2",-0.168881784232367,8.13335463114754,-1.1234765614181,0.262334161050218,0.720274532118418,-5.33228505093085,"Not Significant"
"KAZN",0.117734343015216,5.50733012295082,1.12336630748061,0.262380872461216,0.720281932050887,-5.33239998677327,"Not Significant"
"RFTN2",0.338405131396952,6.35123774590164,1.12262364984891,0.262695665655376,0.720678003948126,-5.33317389050391,"Not Significant"
"LRRC57",0.114319543568467,6.31887397540984,1.12243965314845,0.262773697595054,0.720678003948126,-5.33336555032235,"Not Significant"
"PIN1",-0.119497828492393,6.80352807377049,-1.12233627954723,0.262817544806916,0.720678003948126,-5.33347321560838,"Not Significant"
"DDX28",-0.117367482710928,4.60718889344262,-1.12228539592086,0.262839129602844,0.720678003948126,-5.33352620813048,"Not Significant"
"PRTG",0.18093105117566,4.42992315573771,1.122259810637,0.262849983326195,0.720678003948126,-5.33355285291057,"Not Significant"
"LYRM1",-0.216787856154908,6.06603090163934,-1.12225876308528,0.262850427722527,0.720678003948126,-5.33355394382898,"Not Significant"
"GREM2",0.190594453665283,4.78668774590164,1.12222068995118,0.262866579604912,0.720678003948126,-5.33359359243713,"Not Significant"
"LINC01561",0.162733291839557,4.90714913934426,1.12219500762753,0.26287747528516,0.720678003948126,-5.33362033674916,"Not Significant"
"UBASH3A",-0.274357385892117,4.75795586065574,-1.12207651716227,0.262927748717194,0.720695088778586,-5.3337437190679,"Not Significant"
"KCNC3",-0.199739695712309,5.70890278688525,-1.12195792914553,0.262978070224407,0.720712299640293,-5.33386719006379,"Not Significant"
"OPA1",0.197322406639001,7.86895631147541,1.12168822242038,0.263092542181596,0.720881891648514,-5.3341479541723,"Not Significant"
"METTL2B",0.172023347164583,5.12208163934426,1.12156402806391,0.263145265779509,0.720881891648514,-5.33427721777505,"Not Significant"
"METRNL",0.249738035961268,6.35349081967213,1.1213057115922,0.263254951056512,0.720881891648514,-5.3345460326173,"Not Significant"
"SMC6",0.345416127247578,6.73555254098361,1.12126497175541,0.2632722527361,0.720881891648514,-5.33458842259137,"Not Significant"
"ZNF658",-0.175992351313971,4.78316815573771,-1.12106028834855,0.263359191069056,0.720881891648514,-5.33480137349696,"Not Significant"
"RBP3",-0.148862724757953,4.44707422131148,-1.12105419071995,0.263361781314387,0.720881891648514,-5.33480771682896,"Not Significant"
"MIIP",-0.134188547717846,6.73071131147541,-1.12104433601425,0.263365967586647,0.720881891648514,-5.33481796855703,"Not Significant"
"GLRA4",0.127689930843705,4.74536663934426,1.12088960294833,0.263431704145263,0.720881891648514,-5.33497892375829,"Not Significant"
"CDH6",0.545889751037349,6.62161799180328,1.12087848418873,0.263436428260701,0.720881891648514,-5.33499048877987,"Not Significant"
"SPATA31F1",-0.157889017980637,4.61506557377049,-1.12068413127374,0.263519014022012,0.720898756149451,-5.33519262390724,"Not Significant"
"ZBTB48",0.127087773167358,5.0264218852459,1.1205635449298,0.263570263424806,0.720898756149451,-5.33531802129962,"Not Significant"
"ZNF502",0.192017012448132,4.73457614754098,1.12031743685207,0.263674881248455,0.720898756149451,-5.33557390696643,"Not Significant"
"RPL38",0.120388658367911,10.5485418032787,1.12030313205872,0.263680962944209,0.720898756149451,-5.33558877836312,"Not Significant"
"NTMT1",-0.187249419087138,6.32527282786885,-1.12001308737045,0.263804296705671,0.720898756149451,-5.33589027101713,"Not Significant"
"UNC5A",0.147950110650069,5.5930643852459,1.12001192775607,0.263804789881073,0.720898756149451,-5.33589147624612,"Not Significant"
"TMEM61",-0.189811037344405,6.39854270491803,-1.11976323261176,0.263910572866913,0.720898756149451,-5.33614992555147,"Not Significant"
"TMEM205",-0.234587897648687,7.22763971311475,-1.11968317888925,0.263944630142501,0.720898756149451,-5.33623310701174,"Not Significant"
"MTSS1",-0.336116445366525,7.19039946721311,-1.11953397537545,0.264008113970424,0.720898756149451,-5.33638812428116,"Not Significant"
"C3orf22",0.145653153526973,4.61531233606557,1.11930988485515,0.264103480986478,0.720898756149451,-5.33662090815934,"Not Significant"
"GPC6",0.597727690179806,7.00018524590164,1.11919110081109,0.264154042034784,0.720898756149451,-5.33674428161497,"Not Significant"
"ZNF217",0.314484605809128,7.39412799180328,1.11911203285698,0.264187701444798,0.720898756149451,-5.33682639730656,"Not Significant"
"MEDAG",0.79038305670815,6.79544856557377,1.11907801120398,0.264202185456355,0.720898756149451,-5.33686172858561,"Not Significant"
"SH3GL1",-0.201261659751036,7.38141286885246,-1.11906183014592,0.264209074398783,0.720898756149451,-5.33687853214284,"Not Significant"
"PRSS2",-1.35954782849239,10.8182345901639,-1.11900752894736,0.264232193564834,0.720898756149451,-5.33693492059862,"Not Significant"
"PTOV1",-0.139642918395579,6.95708733606557,-1.11896545824215,0.264250106466177,0.720898756149451,-5.33697860657839,"Not Significant"
"APIP",-0.180976486860306,5.93936196721311,-1.11895676488092,0.264253808038084,0.720898756149451,-5.33698763351246,"Not Significant"
"PCDHB13",-0.340986431535274,5.41940602459016,-1.11890936871912,0.264273989622186,0.720898756149451,-5.33703684709162,"Not Significant"
"CHM",0.177795421853382,6.49264274590164,1.11889615542378,0.26427961611712,0.720898756149451,-5.33705056668644,"Not Significant"
"CFAP141",-0.1501002351314,4.17991192622951,-1.11862368402125,0.26439565861109,0.720974285572879,-5.33733344276782,"Not Significant"
"TNNI2",0.304869709543567,6.26854131147541,1.11859278963945,0.264408818410028,0.720974285572879,-5.33736551259087,"Not Significant"
"GLT8D1",0.167812213001384,7.9313856147541,1.11847898343197,0.264457299324913,0.720974285572879,-5.33748364123535,"Not Significant"
"NT5C2",0.260533416320877,8.36656680327869,1.11841739272551,0.264483539250428,0.720974285572879,-5.33754756624073,"Not Significant"
"RRBP1",-0.40046863070539,8.76232516393443,-1.11785649959329,0.264722583633186,0.721436955610465,-5.33812955708411,"Not Significant"
"CBX8",-0.169881327800831,6.02970737704918,-1.11781227083015,0.264741439650504,0.721436955610465,-5.33817543720651,"Not Significant"
"PLEKHA7",0.354777717842321,6.80257569672131,1.11750906129137,0.26487073183626,0.721595464711509,-5.33848991926158,"Not Significant"
"COG4",0.236263485477178,6.92584860655738,1.11741840052967,0.264909399173572,0.721595464711509,-5.3385839341582,"Not Significant"
"CNTLN",0.219520373443985,6.04583135245902,1.11736565708557,0.264931896357049,0.721595464711509,-5.33863862545609,"Not Significant"
"ZNF655",-0.211522987551868,7.36815770491803,-1.11709069624095,0.265049199580375,0.72160785533303,-5.33892369944988,"Not Significant"
"PRUNE2",-0.453764564315355,5.31424450819672,-1.11708208643048,0.265052873261061,0.72160785533303,-5.3389326248114,"Not Significant"
"ZNF618",-0.207921853388659,5.6062212295082,-1.11704490749811,0.265068737375143,0.72160785533303,-5.3389711655769,"Not Significant"
"LIN52",-0.137065338865834,6.50376655737705,-1.11679716575402,0.265174464674587,0.721775605444934,-5.33922794949646,"Not Significant"
"TLCD2",0.171355781466106,6.4364256147541,1.11666495464357,0.265230899599736,0.721809153675384,-5.33936496304419,"Not Significant"
"KLF14",0.143635477178417,6.09839946721311,1.11648348463233,0.265308374468855,0.721834978566562,-5.33955299864714,"Not Significant"
"OR4F6",0.126562503457814,3.83037307377049,1.11631736947734,0.26537930764815,0.721834978566562,-5.339725097354,"Not Significant"
"TDRP",0.174420470262795,6.12402262295082,1.11631245647854,0.265381405758111,0.721834978566562,-5.33973018693583,"Not Significant"
"ASNS",-0.321340788381747,7.02405012295082,-1.11619088504939,0.265433326840707,0.721834978566562,-5.33985612082866,"Not Significant"
"UTP20",-0.181164011065008,6.43558008196721,-1.11612622521786,0.265460944818722,0.721834978566562,-5.33992309538385,"Not Significant"
"COP1",0.254411742738593,7.1299537295082,1.11576858335308,0.265613739382894,0.722018955038988,-5.34029347096293,"Not Significant"
"GRIN3B",0.150705947441218,6.28145967213115,1.11576130734291,0.265616848529376,0.722018955038988,-5.34030100481425,"Not Significant"
"PGK1",0.440581161825721,9.23938418032787,1.1154720511334,0.265740472402731,0.722159155537542,-5.34060047207447,"Not Significant"
"GLMN",0.199301203319497,5.03998077868852,1.11543411776801,0.265756687524265,0.722159155537542,-5.34063973883123,"Not Significant"
"LRWD1",-0.128850912863068,6.20376331967213,-1.11532109626254,0.265805004133436,0.722170527584184,-5.34075672531182,"Not Significant"
"FMN2",0.247314882434299,4.39441745901639,1.11515573685742,0.265875706119699,0.722242705003776,-5.34092786466071,"Not Significant"
